week_end,disease,geography,percent_visits,trend_on_date,recent_trend
2024-04-06,Pneumonia,Tennessee,0.6,Decreasing,Increasing
2024-04-06,Pneumonia,Texas,0.6,Decreasing,Increasing
2024-04-06,Pneumonia,Utah,0.5,Decreasing,Decreasing
2024-04-06,Pneumonia,Vermont,0.5,Decreasing,No Change
2024-04-06,Pneumonia,Virginia,0.5,Decreasing,Increasing
2024-04-06,Pneumonia,Washington,0.6,Decreasing,Increasing
2024-04-06,Pneumonia,West Virginia,0.6,Decreasing,Decreasing
2024-04-06,Pneumonia,Wisconsin,0.6,Decreasing,Increasing
2024-04-06,Pneumonia,Wyoming,0.5,Decreasing,Increasing
2024-04-06,Bronchitis,Alabama,2.4,No Change,No Change
2024-04-06,Bronchitis,Alaska,0.7,Decreasing,No Change
2024-04-06,Bronchitis,Arizona,1.1,Decreasing,No Change
2024-04-06,Bronchitis,Arkansas,0.5,Decreasing,No Change
2024-04-06,Bronchitis,California,0.7,Decreasing,No Change
2024-04-06,Bronchitis,Colorado,1.3,Decreasing,No Change
2024-04-06,Bronchitis,Connecticut,1.9,Decreasing,No Change
2024-04-06,Bronchitis,Delaware,1.2,Decreasing,No Change
2024-04-06,Bronchitis,District of Columbia,1.1,Decreasing,No Change
2024-04-06,Bronchitis,Florida,0.5,Decreasing,No Change
2024-04-06,Bronchitis,Georgia,1.3,No Change,Decreasing
2024-04-06,Bronchitis,Hawaii,0.8,Decreasing,No Change
2024-04-06,Bronchitis,Idaho,1.9,Decreasing,No Change
2024-04-06,Bronchitis,Illinois,1.8,Decreasing,No Change
2024-04-06,Bronchitis,Indiana,2.1,Decreasing,No Change
2024-04-06,Bronchitis,Iowa,1.4,Decreasing,No Change
2024-04-06,Bronchitis,Kansas,1.7,Decreasing,No Change
2024-04-06,Bronchitis,Kentucky,0.6,Decreasing,Decreasing
2024-04-06,Bronchitis,Louisiana,1.3,Decreasing,No Change
2024-04-06,Bronchitis,Maine,1.4,Decreasing,No Change
2024-04-06,Bronchitis,Maryland,1.7,Decreasing,No Change
2024-04-06,Bronchitis,Massachusetts,2.5,Decreasing,No Change
2024-04-06,Bronchitis,Michigan,2.1,Decreasing,No Change
2024-04-06,Bronchitis,Minnesota,0.6,Decreasing,No Change
2024-04-06,Bronchitis,Mississippi,0.7,Decreasing,No Change
2024-04-06,Bronchitis,Missouri,1.2,Decreasing,No Change
2024-04-06,Bronchitis,Montana,1.9,Decreasing,No Change
2024-04-06,Bronchitis,Nebraska,0.7,Decreasing,No Change
2024-04-06,Bronchitis,Nevada,1.5,Decreasing,No Change
2024-04-06,Bronchitis,New Hampshire,1.5,Decreasing,No Change
2024-04-06,Bronchitis,New Jersey,1.5,Decreasing,No Change
2024-04-06,Bronchitis,New Mexico,1.3,Decreasing,No Change
2024-04-06,Bronchitis,New York,1.5,Decreasing,Decreasing
2024-04-06,Bronchitis,North Carolina,0.8,Decreasing,No Change
2024-04-06,Bronchitis,North Dakota,1.5,Decreasing,No Change
2024-04-06,Bronchitis,Ohio,1.3,Decreasing,No Change
2024-04-06,Bronchitis,Oklahoma,1.0,Decreasing,Increasing
2024-04-06,Bronchitis,Oregon,1.9,Decreasing,No Change
2024-04-06,Bronchitis,Pennsylvania,1.0,Decreasing,No Change
2024-04-06,Bronchitis,Rhode Island,0.8,Decreasing,No Change
2024-04-06,Bronchitis,South Carolina,0.6,Decreasing,Decreasing
2024-04-06,Bronchitis,South Dakota,1.2,Decreasing,No Change
2024-04-06,Bronchitis,Tennessee,0.6,Decreasing,No Change
2024-04-06,Bronchitis,Texas,1.1,Decreasing,Increasing
2024-04-06,Bronchitis,Utah,0.7,Decreasing,No Change
2024-04-06,Bronchitis,Vermont,0.5,Decreasing,No Change
2024-04-06,Bronchitis,Virginia,1.6,Decreasing,Decreasing
2024-04-06,Bronchitis,Washington,1.2,Decreasing,No Change
2024-04-06,Bronchitis,West Virginia,0.6,Decreasing,No Change
2024-04-06,Bronchitis,Wisconsin,1.5,Decreasing,Decreasing
2024-04-06,Bronchitis,Wyoming,1.9,Decreasing,No Change
2024-04-06,COVID,Alabama,0.1,No Change,No Change
2024-04-06,COVID,Alaska,0.1,Decreasing,No Change
2024-04-06,COVID,Arizona,0.0,Decreasing,No Change
2024-04-06,COVID,Arkansas,0.1,Decreasing,No Change
2024-04-06,COVID,California,0.1,Decreasing,No Change
2024-04-06,COVID,Colorado,0.0,Decreasing,No Change
2024-04-06,COVID,Connecticut,0.1,No Change,No Change
2024-04-06,COVID,Delaware,0.1,Decreasing,No Change
2024-04-06,COVID,District of Columbia,0.1,No Change,Increasing
2024-04-06,COVID,Florida,0.1,Decreasing,No Change
2024-04-06,COVID,Georgia,0.1,No Change,No Change
2024-04-06,COVID,Hawaii,0.2,Decreasing,No Change
2024-04-06,COVID,Idaho,0.1,Decreasing,No Change
2024-04-06,COVID,Illinois,0.1,No Change,No Change
2024-04-06,COVID,Indiana,0.4,Decreasing,No Change
2024-04-06,COVID,Iowa,0.2,Decreasing,No Change
2024-04-06,COVID,Kansas,0.1,Decreasing,No Change
2024-04-06,COVID,Kentucky,0.0,No Change,No Change
2024-04-06,COVID,Louisiana,0.1,Decreasing,No Change
2024-04-06,COVID,Maine,0.1,Decreasing,No Change
2024-04-06,COVID,Maryland,0.1,No Change,No Change
2024-04-06,COVID,Massachusetts,0.1,Decreasing,No Change
2024-04-06,COVID,Michigan,0.3,Decreasing,No Change
2024-04-06,COVID,Minnesota,0.0,No Change,No Change
2024-04-06,COVID,Mississippi,0.5,Decreasing,No Change
2024-04-06,COVID,Missouri,0.1,Decreasing,Increasing
2024-04-06,COVID,Montana,0.2,Decreasing,No Change
2024-04-06,COVID,Nebraska,0.1,Decreasing,No Change
2024-04-06,COVID,Nevada,0.0,Decreasing,No Change
2024-04-06,COVID,New Hampshire,0.2,Decreasing,No Change
2024-04-06,COVID,New Jersey,0.0,Decreasing,No Change
2024-04-06,COVID,New Mexico,0.0,Decreasing,No Change
2024-04-06,COVID,New York,0.1,Decreasing,No Change
2024-04-06,COVID,North Carolina,0.1,Decreasing,No Change
2024-04-06,COVID,North Dakota,0.0,Decreasing,No Change
2024-04-06,COVID,Ohio,0.1,Decreasing,No Change
2024-04-06,COVID,Oklahoma,0.1,Decreasing,Increasing
2024-04-06,COVID,Oregon,0.1,Decreasing,No Change
2024-04-06,COVID,Pennsylvania,0.1,Decreasing,No Change
2024-04-06,COVID,Rhode Island,0.3,Decreasing,No Change
2024-04-06,COVID,South Carolina,0.1,Decreasing,No Change
2024-04-06,COVID,South Dakota,0.0,No Change,No Change
2024-04-06,COVID,Tennessee,0.1,No Change,No Change
2024-04-06,COVID,Texas,0.1,Decreasing,No Change
2024-04-06,COVID,Utah,0.1,Decreasing,Increasing
2024-04-06,COVID,Vermont,0.2,Decreasing,No Change
2024-04-06,COVID,Virginia,0.1,Decreasing,No Change
2024-04-06,COVID,Washington,0.1,Decreasing,No Change
2024-04-06,COVID,West Virginia,0.1,Decreasing,No Change
2024-04-06,COVID,Wisconsin,0.2,Decreasing,No Change
2024-04-06,COVID,Wyoming,0.2,Decreasing,No Change
2024-04-06,Influenza,Alabama,2.8,Decreasing,Decreasing
2024-04-06,Influenza,Alaska,1.3,Decreasing,No Change
2024-04-06,Influenza,Arizona,1.7,Decreasing,Increasing
2024-04-06,Influenza,Arkansas,0.9,Decreasing,Decreasing
2024-04-06,Influenza,California,1.2,Decreasing,No Change
2024-04-06,Influenza,Colorado,1.8,Decreasing,Increasing
2024-04-06,Influenza,Connecticut,2.5,Decreasing,No Change
2024-04-06,Influenza,Delaware,1.7,Decreasing,No Change
2024-04-06,Influenza,District of Columbia,1.7,Decreasing,Decreasing
2024-04-06,Influenza,Florida,1.2,Decreasing,Increasing
2024-04-06,Influenza,Georgia,1.8,Decreasing,Decreasing
2024-04-06,Influenza,Hawaii,1.4,Decreasing,No Change
2024-04-06,Influenza,Idaho,2.7,Decreasing,Increasing
2024-04-06,Influenza,Illinois,2.4,Decreasing,Increasing
2024-04-06,Influenza,Indiana,3.0,Decreasing,Increasing
2024-04-06,Influenza,Iowa,2.1,Decreasing,Increasing
2024-04-06,Influenza,Kansas,2.5,Decreasing,Increasing
2024-04-06,Influenza,Kentucky,1.1,Decreasing,Decreasing
2024-04-06,Influenza,Louisiana,1.9,Decreasing,Increasing
2024-04-06,Influenza,Maine,1.9,Decreasing,No Change
2024-04-06,Influenza,Maryland,2.2,Decreasing,No Change
2024-04-06,Influenza,Massachusetts,3.2,Decreasing,Increasing
2024-04-06,Influenza,Michigan,3.0,Decreasing,Increasing
2024-04-06,Influenza,Minnesota,1.2,Decreasing,No Change
2024-04-06,Influenza,Mississippi,1.7,Decreasing,No Change
2024-04-06,Influenza,Missouri,1.8,Decreasing,Increasing
2024-04-06,Influenza,Montana,2.3,Decreasing,Increasing
2024-04-06,Influenza,Nebraska,1.1,Decreasing,No Change
2024-04-06,Influenza,Nevada,2.0,Decreasing,No Change
2024-04-06,Influenza,New Hampshire,2.6,Decreasing,No Change
2024-04-06,Influenza,New Jersey,1.9,Decreasing,Decreasing
2024-04-06,Influenza,New Mexico,1.8,Decreasing,Increasing
2024-04-06,Influenza,New York,2.0,Decreasing,Increasing
2024-04-06,Influenza,North Carolina,1.5,Decreasing,Decreasing
2024-04-06,Influenza,North Dakota,2.0,Decreasing,Decreasing
2024-04-06,Influenza,Ohio,1.9,Decreasing,Increasing
2024-04-06,Influenza,Oklahoma,1.7,Decreasing,No Change
2024-04-06,Influenza,Oregon,2.6,Decreasing,Increasing
2024-04-06,Influenza,Pennsylvania,1.4,Decreasing,Increasing
2024-04-06,Influenza,Rhode Island,1.5,Decreasing,Increasing
2024-04-06,Influenza,South Carolina,1.1,Decreasing,Decreasing
2024-04-06,Influenza,South Dakota,1.6,Decreasing,No Change
2024-04-06,Influenza,Tennessee,1.3,Decreasing,Increasing
2024-04-06,Influenza,Texas,1.7,Decreasing,Increasing
2024-04-06,Influenza,Utah,1.2,Decreasing,Decreasing
2024-04-06,Influenza,Vermont,1.3,Decreasing,No Change
2024-04-06,Influenza,Virginia,2.2,Decreasing,Increasing
2024-04-06,Influenza,Washington,1.8,Decreasing,Increasing
2024-04-06,Influenza,West Virginia,1.3,Decreasing,Decreasing
2024-04-06,Influenza,Wisconsin,2.2,Decreasing,Increasing
2024-04-06,Influenza,Wyoming,2.6,Decreasing,Increasing
2024-04-13,Pneumonia,Alabama,0.3,Decreasing,Decreasing
2024-04-13,Pneumonia,Alaska,0.6,Decreasing,No Change
2024-04-13,Pneumonia,Arizona,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,Arkansas,0.3,Decreasing,Decreasing
2024-04-13,Pneumonia,California,0.3,Decreasing,No Change
2024-04-13,Pneumonia,Colorado,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,Connecticut,0.5,Decreasing,No Change
2024-04-13,Pneumonia,Delaware,0.5,Decreasing,No Change
2024-04-13,Pneumonia,District of Columbia,0.5,Decreasing,Decreasing
2024-04-13,Pneumonia,Florida,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,Georgia,0.6,Decreasing,Decreasing
2024-04-13,Pneumonia,Hawaii,0.4,Decreasing,No Change
2024-04-13,Pneumonia,Idaho,0.5,Decreasing,Increasing
2024-04-13,Pneumonia,Illinois,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,Indiana,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,Iowa,0.3,Decreasing,Increasing
2024-04-13,Pneumonia,Kansas,0.6,Decreasing,Increasing
2024-04-13,Pneumonia,Kentucky,0.4,Decreasing,Decreasing
2024-04-13,Pneumonia,Louisiana,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,Maine,0.5,Decreasing,No Change
2024-04-13,Pneumonia,Maryland,0.5,Decreasing,Increasing
2024-04-13,Pneumonia,Massachusetts,0.5,Decreasing,Increasing
2024-04-13,Pneumonia,Michigan,0.5,No Change,Increasing
2024-04-13,Pneumonia,Minnesota,0.5,Decreasing,No Change
2024-04-13,Pneumonia,Mississippi,0.5,Decreasing,No Change
2024-04-13,Pneumonia,Missouri,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,Montana,0.3,Decreasing,Increasing
2024-04-13,Pneumonia,Nebraska,0.3,Decreasing,No Change
2024-04-13,Pneumonia,Nevada,0.4,Decreasing,No Change
2024-04-13,Pneumonia,New Hampshire,0.7,Decreasing,No Change
2024-04-13,Pneumonia,New Jersey,0.4,Decreasing,No Change
2024-04-13,Pneumonia,New Mexico,0.3,Decreasing,Increasing
2024-04-13,Pneumonia,New York,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,North Carolina,0.5,Decreasing,Decreasing
2024-04-13,Pneumonia,North Dakota,0.4,Decreasing,Decreasing
2024-04-13,Pneumonia,Ohio,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,Oklahoma,0.5,Decreasing,No Change
2024-04-13,Pneumonia,Oregon,0.5,Decreasing,Increasing
2024-04-13,Pneumonia,Pennsylvania,0.2,Decreasing,Increasing
2024-04-13,Pneumonia,Rhode Island,0.4,Decreasing,Increasing
2024-04-13,Pneumonia,South Carolina,0.4,Decreasing,Decreasing
2024-04-13,Pneumonia,South Dakota,0.3,No Change,No Change
2024-04-13,Pneumonia,Tennessee,0.5,Decreasing,Increasing
2024-04-13,Pneumonia,Texas,0.5,Decreasing,Increasing
2024-04-13,Pneumonia,Utah,0.4,Decreasing,Decreasing
2024-04-13,Pneumonia,Vermont,0.5,Decreasing,No Change
2024-04-13,Pneumonia,Virginia,0.3,No Change,Increasing
2024-04-13,Pneumonia,Washington,0.5,Decreasing,Increasing
2024-04-13,Pneumonia,West Virginia,0.6,Decreasing,Decreasing
2024-04-13,Pneumonia,Wisconsin,0.5,Decreasing,Increasing
2024-04-13,Pneumonia,Wyoming,0.5,Decreasing,Increasing
2024-04-13,Bronchitis,Alabama,2.0,Decreasing,No Change
2024-04-13,Bronchitis,Alaska,0.6,Decreasing,No Change
2024-04-13,Bronchitis,Arizona,1.0,Decreasing,No Change
2024-04-13,Bronchitis,Arkansas,0.5,Decreasing,No Change
2024-04-13,Bronchitis,California,0.6,Decreasing,No Change
2024-04-13,Bronchitis,Colorado,1.1,Decreasing,No Change
2024-04-13,Bronchitis,Connecticut,1.1,Decreasing,No Change
2024-04-13,Bronchitis,Delaware,0.8,Decreasing,No Change
2024-04-13,Bronchitis,District of Columbia,1.0,Decreasing,No Change
2024-04-13,Bronchitis,Florida,0.4,Decreasing,No Change
2024-04-13,Bronchitis,Georgia,1.3,Decreasing,Decreasing
2024-04-13,Bronchitis,Hawaii,0.5,Decreasing,No Change
2024-04-13,Bronchitis,Idaho,1.5,Decreasing,No Change
2024-04-13,Bronchitis,Illinois,1.1,Decreasing,No Change
2024-04-13,Bronchitis,Indiana,1.7,Decreasing,No Change
2024-04-13,Bronchitis,Iowa,1.0,Decreasing,No Change
2024-04-13,Bronchitis,Kansas,0.9,Decreasing,No Change
2024-04-13,Bronchitis,Kentucky,0.4,Decreasing,Decreasing
2024-04-13,Bronchitis,Louisiana,1.1,Decreasing,No Change
2024-04-13,Bronchitis,Maine,0.9,Decreasing,No Change
2024-04-13,Bronchitis,Maryland,1.3,Decreasing,No Change
2024-04-13,Bronchitis,Massachusetts,1.7,Decreasing,No Change
2024-04-13,Bronchitis,Michigan,1.6,Decreasing,No Change
2024-04-13,Bronchitis,Minnesota,0.6,No Change,No Change
2024-04-13,Bronchitis,Mississippi,0.4,Decreasing,No Change
2024-04-13,Bronchitis,Missouri,0.9,Decreasing,No Change
2024-04-13,Bronchitis,Montana,1.4,Decreasing,No Change
2024-04-13,Bronchitis,Nebraska,0.7,Decreasing,No Change
2024-04-13,Bronchitis,Nevada,1.0,Decreasing,No Change
2024-04-13,Bronchitis,New Hampshire,1.2,Decreasing,No Change
2024-04-13,Bronchitis,New Jersey,1.1,Decreasing,No Change
2024-04-13,Bronchitis,New Mexico,0.8,Decreasing,No Change
2024-04-13,Bronchitis,New York,1.2,Decreasing,Decreasing
2024-04-13,Bronchitis,North Carolina,0.7,Decreasing,No Change
2024-04-13,Bronchitis,North Dakota,1.1,Decreasing,No Change
2024-04-13,Bronchitis,Ohio,0.9,Decreasing,No Change
2024-04-13,Bronchitis,Oklahoma,0.8,Decreasing,Increasing
2024-04-13,Bronchitis,Oregon,1.3,Decreasing,No Change
2024-04-13,Bronchitis,Pennsylvania,0.7,Decreasing,No Change
2024-04-13,Bronchitis,Rhode Island,0.6,Decreasing,No Change
2024-04-13,Bronchitis,South Carolina,0.6,Decreasing,Decreasing
2024-04-13,Bronchitis,South Dakota,1.0,Decreasing,No Change
2024-04-13,Bronchitis,Tennessee,0.5,Decreasing,No Change
2024-04-13,Bronchitis,Texas,0.8,Decreasing,Increasing
2024-04-13,Bronchitis,Utah,0.6,Decreasing,No Change
2024-04-13,Bronchitis,Vermont,0.4,Decreasing,No Change
2024-04-13,Bronchitis,Virginia,1.2,No Change,Decreasing
2024-04-13,Bronchitis,Washington,0.9,Decreasing,No Change
2024-04-13,Bronchitis,West Virginia,0.5,Decreasing,No Change
2024-04-13,Bronchitis,Wisconsin,0.7,Decreasing,Decreasing
2024-04-13,Bronchitis,Wyoming,1.3,Decreasing,No Change
2024-04-13,COVID,Alabama,0.1,No Change,No Change
2024-04-13,COVID,Alaska,0.1,Decreasing,No Change
2024-04-13,COVID,Arizona,0.0,Decreasing,No Change
2024-04-13,COVID,Arkansas,0.0,Decreasing,No Change
2024-04-13,COVID,California,0.1,Decreasing,No Change
2024-04-13,COVID,Colorado,0.0,No Change,No Change
2024-04-13,COVID,Connecticut,0.1,No Change,No Change
2024-04-13,COVID,Delaware,0.1,No Change,No Change
2024-04-13,COVID,District of Columbia,0.0,Decreasing,Increasing
2024-04-13,COVID,Florida,0.0,Decreasing,No Change
2024-04-13,COVID,Georgia,0.0,No Change,No Change
2024-04-13,COVID,Hawaii,0.2,Decreasing,No Change
2024-04-13,COVID,Idaho,0.1,Decreasing,No Change
2024-04-13,COVID,Illinois,0.1,No Change,No Change
2024-04-13,COVID,Indiana,0.3,Decreasing,No Change
2024-04-13,COVID,Iowa,0.1,Decreasing,No Change
2024-04-13,COVID,Kansas,0.1,Decreasing,No Change
2024-04-13,COVID,Kentucky,0.0,No Change,No Change
2024-04-13,COVID,Louisiana,0.0,Decreasing,No Change
2024-04-13,COVID,Maine,0.0,Decreasing,No Change
2024-04-13,COVID,Maryland,0.1,Decreasing,No Change
2024-04-13,COVID,Massachusetts,0.1,Decreasing,No Change
2024-04-13,COVID,Michigan,0.2,Decreasing,No Change
2024-04-13,COVID,Minnesota,0.0,No Change,No Change
2024-04-13,COVID,Mississippi,0.3,Decreasing,No Change
2024-04-13,COVID,Missouri,0.1,Decreasing,Increasing
2024-04-13,COVID,Montana,0.2,Decreasing,No Change
2024-04-13,COVID,Nebraska,0.1,Decreasing,No Change
2024-04-13,COVID,Nevada,0.0,No Change,No Change
2024-04-13,COVID,New Hampshire,0.1,Decreasing,No Change
2024-04-13,COVID,New Jersey,0.0,Decreasing,No Change
2024-04-13,COVID,New Mexico,0.0,Decreasing,No Change
2024-04-13,COVID,New York,0.1,Decreasing,No Change
2024-04-13,COVID,North Carolina,0.1,Decreasing,No Change
2024-04-13,COVID,North Dakota,0.0,Decreasing,No Change
2024-04-13,COVID,Ohio,0.0,Decreasing,No Change
2024-04-13,COVID,Oklahoma,0.0,Decreasing,Increasing
2024-04-13,COVID,Oregon,0.1,Decreasing,No Change
2024-04-13,COVID,Pennsylvania,0.1,Decreasing,No Change
2024-04-13,COVID,Rhode Island,0.1,Decreasing,No Change
2024-04-13,COVID,South Carolina,0.1,Decreasing,No Change
2024-04-13,COVID,South Dakota,0.0,No Change,No Change
2024-04-13,COVID,Tennessee,0.0,No Change,No Change
2024-04-13,COVID,Texas,0.1,No Change,No Change
2024-04-13,COVID,Utah,0.1,Decreasing,Increasing
2024-04-13,COVID,Vermont,0.1,Decreasing,No Change
2024-04-13,COVID,Virginia,0.2,No Change,No Change
2024-04-13,COVID,Washington,0.0,No Change,No Change
2024-04-13,COVID,West Virginia,0.1,Decreasing,No Change
2024-04-13,COVID,Wisconsin,0.1,Decreasing,No Change
2024-04-13,COVID,Wyoming,0.1,Decreasing,No Change
2024-04-13,Influenza,Alabama,2.4,Decreasing,Decreasing
2024-04-13,Influenza,Alaska,1.2,Decreasing,No Change
2024-04-13,Influenza,Arizona,1.4,Decreasing,Increasing
2024-04-13,Influenza,Arkansas,0.9,Decreasing,Decreasing
2024-04-13,Influenza,California,1.0,Decreasing,No Change
2024-04-13,Influenza,Colorado,1.5,Decreasing,Increasing
2024-04-13,Influenza,Connecticut,1.6,Decreasing,No Change
2024-04-13,Influenza,Delaware,1.3,Decreasing,No Change
2024-04-13,Influenza,District of Columbia,1.5,Decreasing,Decreasing
2024-04-13,Influenza,Florida,0.9,Decreasing,Increasing
2024-04-13,Influenza,Georgia,2.0,Decreasing,Decreasing
2024-04-13,Influenza,Hawaii,1.2,Decreasing,No Change
2024-04-13,Influenza,Idaho,2.1,Decreasing,Increasing
2024-04-13,Influenza,Illinois,1.6,Decreasing,Increasing
2024-04-13,Influenza,Indiana,2.4,Decreasing,Increasing
2024-04-13,Influenza,Iowa,1.5,Decreasing,Increasing
2024-04-13,Influenza,Kansas,1.6,Decreasing,Increasing
2024-04-13,Influenza,Kentucky,0.9,Decreasing,Decreasing
2024-04-13,Influenza,Louisiana,1.5,Decreasing,Increasing
2024-04-13,Influenza,Maine,1.4,Decreasing,No Change
2024-04-13,Influenza,Maryland,1.9,Decreasing,No Change
2024-04-13,Influenza,Massachusetts,2.3,Decreasing,Increasing
2024-04-13,Influenza,Michigan,2.3,Decreasing,Increasing
2024-04-13,Influenza,Minnesota,1.1,Decreasing,No Change
2024-04-13,Influenza,Mississippi,1.2,Decreasing,No Change
2024-04-13,Influenza,Missouri,1.4,Decreasing,Increasing
2024-04-13,Influenza,Montana,1.8,Decreasing,Increasing
2024-04-13,Influenza,Nebraska,1.0,Decreasing,No Change
2024-04-13,Influenza,Nevada,1.5,Decreasing,No Change
2024-04-13,Influenza,New Hampshire,2.0,Decreasing,No Change
2024-04-13,Influenza,New Jersey,1.5,Decreasing,Decreasing
2024-04-13,Influenza,New Mexico,1.2,Decreasing,Increasing
2024-04-13,Influenza,New York,1.7,Decreasing,Increasing
2024-04-13,Influenza,North Carolina,1.3,Decreasing,Decreasing
2024-04-13,Influenza,North Dakota,1.5,Decreasing,Decreasing
2024-04-13,Influenza,Ohio,1.3,Decreasing,Increasing
2024-04-13,Influenza,Oklahoma,1.3,Decreasing,No Change
2024-04-13,Influenza,Oregon,1.9,Decreasing,Increasing
2024-04-13,Influenza,Pennsylvania,1.0,Decreasing,Increasing
2024-04-13,Influenza,Rhode Island,1.1,Decreasing,Increasing
2024-04-13,Influenza,South Carolina,1.0,Decreasing,Decreasing
2024-04-13,Influenza,South Dakota,1.3,Decreasing,No Change
2024-04-13,Influenza,Tennessee,1.0,Decreasing,Increasing
2024-04-13,Influenza,Texas,1.4,Decreasing,Increasing
2024-04-13,Influenza,Utah,1.0,Decreasing,Decreasing
2024-04-13,Influenza,Vermont,1.0,Decreasing,No Change
2024-04-13,Influenza,Virginia,1.7,No Change,Increasing
2024-04-13,Influenza,Washington,1.4,Decreasing,Increasing
2024-04-13,Influenza,West Virginia,1.2,Decreasing,Decreasing
2024-04-13,Influenza,Wisconsin,1.4,Decreasing,Increasing
2024-04-13,Influenza,Wyoming,2.0,Decreasing,Increasing
2024-04-20,Pneumonia,Alabama,0.2,Decreasing,Decreasing
2024-04-20,Pneumonia,Alaska,0.5,Decreasing,No Change
2024-04-20,Pneumonia,Arizona,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Arkansas,0.3,Decreasing,Decreasing
2024-04-20,Pneumonia,California,0.4,Decreasing,No Change
2024-04-20,Pneumonia,Colorado,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Connecticut,0.3,Decreasing,No Change
2024-04-20,Pneumonia,Delaware,0.3,Decreasing,No Change
2024-04-20,Pneumonia,District of Columbia,0.4,Decreasing,Decreasing
2024-04-20,Pneumonia,Florida,0.3,Decreasing,Increasing
2024-04-20,Pneumonia,Georgia,0.7,No Change,Decreasing
2024-04-20,Pneumonia,Hawaii,0.3,Decreasing,No Change
2024-04-20,Pneumonia,Idaho,0.5,Decreasing,Increasing
2024-04-20,Pneumonia,Illinois,0.3,Decreasing,Increasing
2024-04-20,Pneumonia,Indiana,0.3,Decreasing,Increasing
2024-04-20,Pneumonia,Iowa,0.3,Decreasing,Increasing
2024-04-20,Pneumonia,Kansas,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Kentucky,0.3,Decreasing,Decreasing
2024-04-20,Pneumonia,Louisiana,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Maine,0.5,Decreasing,No Change
2024-04-20,Pneumonia,Maryland,0.5,Decreasing,Increasing
2024-04-20,Pneumonia,Massachusetts,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Michigan,0.5,No Change,Increasing
2024-04-20,Pneumonia,Minnesota,0.4,Decreasing,No Change
2024-04-20,Pneumonia,Mississippi,0.4,No Change,No Change
2024-04-20,Pneumonia,Missouri,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Montana,0.3,Decreasing,Increasing
2024-04-20,Pneumonia,Nebraska,0.3,No Change,No Change
2024-04-20,Pneumonia,Nevada,0.3,Decreasing,No Change
2024-04-20,Pneumonia,New Hampshire,0.6,Decreasing,No Change
2024-04-20,Pneumonia,New Jersey,0.3,Decreasing,No Change
2024-04-20,Pneumonia,New Mexico,0.3,Decreasing,Increasing
2024-04-20,Pneumonia,New York,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,North Carolina,0.5,Decreasing,Decreasing
2024-04-20,Pneumonia,North Dakota,0.3,Decreasing,Decreasing
2024-04-20,Pneumonia,Ohio,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Oklahoma,0.4,Decreasing,No Change
2024-04-20,Pneumonia,Oregon,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Pennsylvania,0.2,Decreasing,Increasing
2024-04-20,Pneumonia,Rhode Island,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,South Carolina,0.4,Decreasing,Decreasing
2024-04-20,Pneumonia,South Dakota,0.2,Decreasing,No Change
2024-04-20,Pneumonia,Tennessee,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Texas,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Utah,0.4,Decreasing,Decreasing
2024-04-20,Pneumonia,Vermont,0.5,Decreasing,No Change
2024-04-20,Pneumonia,Virginia,0.2,No Change,Increasing
2024-04-20,Pneumonia,Washington,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,West Virginia,0.5,Decreasing,Decreasing
2024-04-20,Pneumonia,Wisconsin,0.4,Decreasing,Increasing
2024-04-20,Pneumonia,Wyoming,0.4,Decreasing,Increasing
2024-04-20,Bronchitis,Alabama,1.9,Decreasing,No Change
2024-04-20,Bronchitis,Alaska,0.7,Decreasing,No Change
2024-04-20,Bronchitis,Arizona,0.7,Decreasing,No Change
2024-04-20,Bronchitis,Arkansas,0.5,Decreasing,No Change
2024-04-20,Bronchitis,California,0.4,Decreasing,No Change
2024-04-20,Bronchitis,Colorado,0.8,Decreasing,No Change
2024-04-20,Bronchitis,Connecticut,0.6,Decreasing,No Change
2024-04-20,Bronchitis,Delaware,0.5,Decreasing,No Change
2024-04-20,Bronchitis,District of Columbia,0.9,Decreasing,No Change
2024-04-20,Bronchitis,Florida,0.3,Decreasing,No Change
2024-04-20,Bronchitis,Georgia,1.0,Decreasing,Decreasing
